id,date,department,severity,incident_text
952,2023-11-28,眼科,軽微,除細動器のバッテリー残量確認が当直交代時に抜けた
953,2023-10-01,内視鏡室,重大,勤務交代時の申し送りで抗菌薬開始情報が抜けていた
954,2025-04-14,CCU,軽微,院外処方箋発行時に屯用薬の指示回数が抜けていた
955,2025-03-15,検査部,重大,手術室申し送り時に患者アレルギー情報が口頭のみだった
956,2025-06-06,腫瘍内科,軽微,病棟間の患者移送時にベッド IV ライン固定が不十分だった
957,2023-05-16,小児科,軽微,画像検査結果の所見伝達が主治医まで届くのに 1 日要した
958,2025-04-28,小児科,中等,勤務交代時の申し送りで抗菌薬開始情報が抜けていた
959,2024-02-07,リハビリ室,軽微,輸血前の照合で血液型表示を読み上げ確認が一部省略された
960,2023-10-03,腫瘍内科,軽微,深夜帯に認知症患者が徘徊し病室から離れた
961,2023-03-19,腫瘍内科,中等,外来予約の日時案内に誤りがあり電話で再案内
962,2023-04-06,放射線科,軽微,手術室申し送り時に患者アレルギー情報が口頭のみだった
963,2024-12-12,手術室,軽微,接触感染予防策の個人防護具着用順序が逸脱した
964,2023-12-02,呼吸器内科,軽微,産科での新生児沐浴時の湯温確認が手順通りでなかった
965,2025-05-17,皮膚科,軽微,入院診療計画書の家族サインが後日となった
966,2024-04-14,腫瘍内科,中等,CT 造影剤のアレルギー歴確認が検査直前に見落とされそうになった
967,2025-05-20,ICU,中等,心電図検査のコード貼付位置が一時誤った
968,2023-08-12,検査部,中等,隔離室入室時のガウンテクニックで手順が省略された
969,2023-10-02,精神科病棟,中等,採血管の順番を誤ったが検査結果に影響なし
970,2024-07-14,呼吸器内科,軽微,糖尿病患者の食前血糖測定が一度抜けた
971,2024-05-11,泌尿器科,軽微,看護記録の入力が勤務時間内に完了しなかった
972,2025-02-19,外科病棟,軽微,輸血前の照合で血液型表示を読み上げ確認が一部省略された
973,2025-03-13,薬剤部,軽微,経管栄養施行中の頭位挙上が一時的に不十分だった
974,2025-05-28,救急外来,軽微,慢性腎不全患者への ビソプロロール の投与量誤りを準備段階で発見し再確認した
975,2024-12-06,透析室,中等,手術患者の当日検査結果が術直前に判明
976,2023-06-12,整形外科,軽微,検査オーダーの入力ミスで項目が 1 つ抜けていた
977,2023-09-14,ICU,軽微,HD 患者のドライウェイト変更指示が前勤務帯で反映されなかった
978,2024-10-26,救急外来,軽微,輸血前の照合で血液型表示を読み上げ確認が一部省略された
979,2023-11-09,皮膚科,中等,手術室入室前の患者識別バンド確認で一部手順が省略された
980,2024-03-15,腫瘍内科,軽微,屯用 アスピリン の投与理由の記録が後日となった
981,2023-08-07,リハビリ室,軽微,吸引器のチューブ交換時刻の記録漏れ
982,2023-08-20,内視鏡室,中等,アスピリン と ジアゼパム を取り違えて準備したが投与前に発見
983,2025-04-16,CCU,重大,転倒リスク評価表の更新が 1 週間滞っていた
984,2024-12-11,透析室,軽微,手術室入室前の患者識別バンド確認で一部手順が省略された
985,2024-01-28,ICU,中等,散剤秤量時の計量誤差が再計量で是正された
986,2023-04-16,精神科病棟,軽微,手術患者の当日検査結果が術直前に判明
987,2023-05-21,放射線科,中等,院外処方箋発行時に屯用薬の指示回数が抜けていた
988,2025-06-14,透析室,軽微,勤務交代時の申し送りで抗菌薬開始情報が抜けていた
989,2023-05-27,ICU,軽微,メトトレキサート と ノルアドレナリン を取り違えて準備したが投与前に発見
990,2023-12-26,皮膚科,軽微,退院時処方の薬剤本数が処方箋と相違し薬剤師が修正
991,2023-06-05,検査部,軽微,車椅子移乗時のブレーキ確認が省略された
992,2025-05-30,産婦人科,軽微,屯用 プレドニゾロン の投与理由の記録が後日となった
993,2025-02-09,CCU,軽微,凝固検体のシリカ管混入が疑われ再採血
994,2023-12-26,検査部,軽微,中心静脈カテーテルの固定テープが緩み再固定した
995,2023-09-11,整形外科,軽微,手術器械のカウント確認で 1 度数え直しが発生
996,2024-07-20,血液内科,軽微,血圧計のカフサイズが患者サイズに合わず再測定
997,2023-10-19,麻酔科,重大,夜勤帯に 化学療法患者の点滴更新が遅れ翌朝に気づいた
998,2025-05-17,耳鼻咽喉科,中等,吸引カテーテルのサイズが指示と異なるまま使用
999,2024-06-14,血液内科,軽微,退院時処方の薬剤本数が処方箋と相違し薬剤師が修正
1000,2024-02-06,脳神経外科,軽微,小児患者の体重換算投与量の二重確認が省略された
